"freq
References : ['dB(Gc)']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(Gc)
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
2.949 GHz,<invalid>
2.949 GHz,<invalid>
2.949 GHz,-9.031
2.949 GHz,<invalid>
2.949 GHz,<invalid>
2.949 GHz,<invalid>
2.949 GHz,<invalid>
2.949 GHz,<invalid>
2.949 GHz,<invalid>
2.949 GHz,<invalid>
2.949 GHz,-9.031
2.949 GHz,<invalid>
2.949 GHz,<invalid>
2.949 GHz,<invalid>
2.949 GHz,<invalid>
2.949 GHz,<invalid>
2.949 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,-3.010
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,0.000
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,-9.031
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,-6.990
2.950 GHz,-0.969
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,0.000
2.950 GHz,<invalid>
2.950 GHz,-6.021
2.950 GHz,0.000
2.950 GHz,<invalid>
2.950 GHz,-6.990
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,-6.990
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,-9.031
2.950 GHz,-9.031
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,-6.990
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,-6.990
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.950 GHz,-9.031
2.950 GHz,<invalid>
2.950 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,-3.010
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,0.000
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,2.553
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,-6.021
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,-6.990
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,-13.010
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,-6.021
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,0.000
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,-9.031
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,-6.021
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,0.000
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,0.000
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,-9.031
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,-6.990
2.951 GHz,0.000
2.951 GHz,<invalid>
2.951 GHz,-6.021
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.951 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,-6.990
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,0.000
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,-0.969
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,-6.990
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,-6.021
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,-6.990
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,-3.010
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,-9.031
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,-6.021
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,-6.990
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.952 GHz,-6.021
2.952 GHz,<invalid>
2.952 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,-6.990
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,-6.990
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,-3.468
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,-6.021
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,-0.969
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,-6.990
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,-6.990
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,0.000
2.953 GHz,0.000
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,-6.021
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,-6.990
2.953 GHz,<invalid>
2.953 GHz,0.000
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,-11.139
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,-6.990
2.953 GHz,-0.969
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,-6.990
2.953 GHz,-11.139
2.953 GHz,<invalid>
2.953 GHz,-6.990
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,-6.284
2.953 GHz,<invalid>
2.953 GHz,-6.021
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,0.000
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,-9.542
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,-6.990
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.953 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,-9.031
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,-6.990
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,0.000
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,0.000
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,-9.031
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,-6.021
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,-9.031
2.954 GHz,<invalid>
2.954 GHz,0.000
2.954 GHz,<invalid>
2.954 GHz,-0.969
2.954 GHz,<invalid>
2.954 GHz,-6.990
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,-9.031
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,-6.021
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,-9.031
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,-6.021
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,-0.969
2.954 GHz,<invalid>
2.954 GHz,-5.119
2.954 GHz,-9.031
2.954 GHz,-9.031
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,<invalid>
2.954 GHz,-6.021
2.954 GHz,<invalid>
2.954 GHz,-13.010
2.954 GHz,0.000
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-6.990
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-6.990
2.955 GHz,<invalid>
2.955 GHz,-6.990
2.955 GHz,<invalid>
2.955 GHz,-0.969
2.955 GHz,<invalid>
2.955 GHz,-6.021
2.955 GHz,-6.990
2.955 GHz,-9.031
2.955 GHz,<invalid>
2.955 GHz,-0.969
2.955 GHz,-9.031
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-9.031
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-9.031
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-6.990
2.955 GHz,-0.969
2.955 GHz,-5.119
2.955 GHz,<invalid>
2.955 GHz,-11.139
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-6.021
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-6.990
2.955 GHz,<invalid>
2.955 GHz,-11.139
2.955 GHz,<invalid>
2.955 GHz,-9.031
2.955 GHz,0.000
2.955 GHz,-13.010
2.955 GHz,-13.010
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-9.031
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-6.990
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-11.139
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-14.624
2.955 GHz,0.000
2.955 GHz,-0.969
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-3.010
2.955 GHz,-6.990
2.955 GHz,-6.021
2.955 GHz,-9.031
2.955 GHz,<invalid>
2.955 GHz,-6.990
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-6.021
2.955 GHz,-9.031
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-6.990
2.955 GHz,<invalid>
2.955 GHz,-9.031
2.955 GHz,-9.031
2.955 GHz,-3.010
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-11.139
2.955 GHz,-6.021
2.955 GHz,<invalid>
2.955 GHz,-9.031
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-11.139
2.955 GHz,<invalid>
2.955 GHz,-13.010
2.955 GHz,-9.542
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,<invalid>
2.955 GHz,-11.139
2.955 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-6.021
2.956 GHz,<invalid>
2.956 GHz,-6.990
2.956 GHz,-9.031
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-9.031
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-11.139
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-6.990
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-11.139
2.956 GHz,<invalid>
2.956 GHz,0.000
2.956 GHz,<invalid>
2.956 GHz,-6.021
2.956 GHz,<invalid>
2.956 GHz,-11.139
2.956 GHz,-3.010
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-9.542
2.956 GHz,-13.010
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-3.010
2.956 GHz,0.000
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,0.000
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-9.031
2.956 GHz,<invalid>
2.956 GHz,-6.990
2.956 GHz,-6.990
2.956 GHz,<invalid>
2.956 GHz,-11.139
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-5.119
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-11.139
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-11.139
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-3.010
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-6.990
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-3.010
2.956 GHz,-7.959
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-9.542
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-3.010
2.956 GHz,-6.021
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-6.021
2.956 GHz,0.000
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,0.000
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,0.000
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,-6.990
2.956 GHz,<invalid>
2.956 GHz,-14.624
2.956 GHz,-11.139
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.956 GHz,<invalid>
2.957 GHz,-9.542
2.957 GHz,-11.139
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,-11.139
2.957 GHz,-3.010
2.957 GHz,-11.139
2.957 GHz,-11.139
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,-6.021
2.957 GHz,-6.021
2.957 GHz,<invalid>
2.957 GHz,-6.990
2.957 GHz,-11.139
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,-11.139
2.957 GHz,-3.010
2.957 GHz,<invalid>
2.957 GHz,-6.990
2.957 GHz,<invalid>
2.957 GHz,-6.990
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,-13.010
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,-6.021
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,-6.021
2.957 GHz,-0.969
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,-5.119
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,-9.031
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,-6.021
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,-6.990
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,-6.021
2.957 GHz,<invalid>
2.957 GHz,-0.969
2.957 GHz,-6.021
2.957 GHz,<invalid>
2.957 GHz,0.000
2.957 GHz,-13.010
2.957 GHz,<invalid>
2.957 GHz,-6.021
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,-6.990
2.957 GHz,<invalid>
2.957 GHz,<invalid>
2.957 GHz,-5.119
2.957 GHz,<invalid>
