"freq
References : ['dB(Gc)']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(Gc)
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
2.958 GHz,<invalid>
2.958 GHz,-6.990
2.958 GHz,<invalid>
2.958 GHz,<invalid>
2.958 GHz,<invalid>
2.958 GHz,<invalid>
2.958 GHz,<invalid>
2.958 GHz,-6.990
2.958 GHz,<invalid>
2.958 GHz,0.000
2.958 GHz,<invalid>
2.958 GHz,0.000
2.958 GHz,-6.021
2.958 GHz,<invalid>
2.958 GHz,<invalid>
2.958 GHz,<invalid>
2.958 GHz,-6.021
2.958 GHz,<invalid>
2.958 GHz,0.000
2.958 GHz,<invalid>
2.958 GHz,<invalid>
2.958 GHz,<invalid>
2.958 GHz,<invalid>
2.958 GHz,<invalid>
2.958 GHz,<invalid>
2.958 GHz,-6.990
2.958 GHz,<invalid>
2.958 GHz,<invalid>
2.958 GHz,<invalid>
2.958 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-6.990
2.959 GHz,-6.021
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-6.990
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-0.969
2.959 GHz,<invalid>
2.959 GHz,-9.031
2.959 GHz,-11.139
2.959 GHz,-6.990
2.959 GHz,-9.031
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-9.031
2.959 GHz,-6.990
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-6.021
2.959 GHz,<invalid>
2.959 GHz,-6.284
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-3.010
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,0.000
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-6.021
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-6.021
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-6.021
2.959 GHz,-9.031
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-6.284
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-11.139
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,0.000
2.959 GHz,-6.990
2.959 GHz,<invalid>
2.959 GHz,-9.031
2.959 GHz,<invalid>
2.959 GHz,0.000
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-6.990
2.959 GHz,-9.031
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-6.990
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-9.031
2.959 GHz,<invalid>
2.959 GHz,-6.021
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-6.021
2.959 GHz,<invalid>
2.959 GHz,-9.031
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-11.139
2.959 GHz,<invalid>
2.959 GHz,0.000
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-9.031
2.959 GHz,0.000
2.959 GHz,<invalid>
2.959 GHz,-0.969
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,-6.990
2.959 GHz,<invalid>
2.959 GHz,-6.990
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.959 GHz,<invalid>
2.960 GHz,-9.031
2.960 GHz,-9.031
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-6.990
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-6.990
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-11.139
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,0.000
2.960 GHz,-6.990
2.960 GHz,<invalid>
2.960 GHz,-6.021
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-6.021
2.960 GHz,<invalid>
2.960 GHz,0.000
2.960 GHz,-6.021
2.960 GHz,-9.031
2.960 GHz,0.000
2.960 GHz,-9.031
2.960 GHz,-0.969
2.960 GHz,-3.010
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-9.031
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-6.284
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-0.969
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-6.021
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-9.031
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-6.021
2.960 GHz,-6.021
2.960 GHz,-6.021
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-6.990
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-0.969
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-6.990
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-0.969
2.960 GHz,-6.990
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,0.000
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-6.021
2.960 GHz,-9.031
2.960 GHz,<invalid>
2.960 GHz,-6.021
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-0.969
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,<invalid>
2.960 GHz,-6.990
2.960 GHz,<invalid>
2.960 GHz,-6.021
2.960 GHz,-9.031
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-9.031
2.961 GHz,-6.021
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-6.990
2.961 GHz,0.000
2.961 GHz,-9.031
2.961 GHz,<invalid>
2.961 GHz,-3.010
2.961 GHz,-6.990
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-6.990
2.961 GHz,<invalid>
2.961 GHz,-6.021
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-9.031
2.961 GHz,-9.031
2.961 GHz,<invalid>
2.961 GHz,0.000
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-6.990
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,0.000
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-6.021
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-6.990
2.961 GHz,<invalid>
2.961 GHz,-9.031
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-9.031
2.961 GHz,-9.031
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-3.010
2.961 GHz,-6.021
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-9.031
2.961 GHz,<invalid>
2.961 GHz,-6.284
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-6.990
2.961 GHz,<invalid>
2.961 GHz,-9.031
2.961 GHz,<invalid>
2.961 GHz,-6.990
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-3.010
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-6.990
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-6.021
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-3.010
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-6.990
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-6.021
2.961 GHz,0.000
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,-6.021
2.961 GHz,-3.010
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,0.000
2.961 GHz,-6.990
2.961 GHz,<invalid>
2.961 GHz,-0.969
2.961 GHz,<invalid>
2.961 GHz,-6.990
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,0.000
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.961 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-6.990
2.962 GHz,-9.031
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-6.021
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-9.031
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-6.284
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,0.000
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-6.990
2.962 GHz,-6.990
2.962 GHz,0.000
2.962 GHz,0.000
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-0.969
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-0.969
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-6.021
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,0.000
2.962 GHz,0.000
2.962 GHz,-6.021
2.962 GHz,-6.021
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-6.990
2.962 GHz,-6.990
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-6.990
2.962 GHz,-6.021
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-6.021
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-6.021
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-6.990
2.962 GHz,0.000
2.962 GHz,-6.990
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-6.021
2.962 GHz,<invalid>
2.962 GHz,-6.990
2.962 GHz,-6.990
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-6.021
2.962 GHz,-9.031
2.962 GHz,-0.969
2.962 GHz,-6.990
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-6.990
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,0.000
2.962 GHz,-6.021
2.962 GHz,<invalid>
2.962 GHz,-6.021
2.962 GHz,<invalid>
2.962 GHz,-6.021
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-3.010
2.962 GHz,<invalid>
2.962 GHz,0.000
2.962 GHz,<invalid>
2.962 GHz,-6.021
2.962 GHz,<invalid>
2.962 GHz,<invalid>
2.962 GHz,-6.990
2.962 GHz,0.000
2.962 GHz,-9.031
2.962 GHz,-6.990
2.963 GHz,0.000
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,-6.990
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,-6.021
2.963 GHz,-6.021
2.963 GHz,<invalid>
2.963 GHz,0.000
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,-6.990
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,0.000
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,-6.021
2.963 GHz,-6.990
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,-6.990
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,0.000
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,-6.990
2.963 GHz,<invalid>
2.963 GHz,-6.284
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,0.000
2.963 GHz,0.000
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,-6.990
2.963 GHz,<invalid>
2.963 GHz,0.000
2.963 GHz,-6.990
2.963 GHz,-0.969
2.963 GHz,0.000
2.963 GHz,-6.021
2.963 GHz,<invalid>
2.963 GHz,-6.990
2.963 GHz,-0.969
2.963 GHz,-0.969
2.963 GHz,-6.021
2.963 GHz,-6.990
2.963 GHz,-6.990
2.963 GHz,-6.990
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,-6.990
2.963 GHz,<invalid>
2.963 GHz,-6.990
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,-9.542
2.963 GHz,<invalid>
2.963 GHz,-6.990
2.963 GHz,-0.969
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,-6.990
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,0.000
2.963 GHz,-0.969
2.963 GHz,-9.031
2.963 GHz,0.000
2.963 GHz,<invalid>
2.963 GHz,-0.969
2.963 GHz,-0.969
2.963 GHz,-6.990
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,-6.990
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,0.000
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,-9.031
2.963 GHz,<invalid>
2.963 GHz,-6.990
2.963 GHz,<invalid>
2.963 GHz,-6.021
2.963 GHz,-6.021
2.963 GHz,0.000
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,-3.010
2.963 GHz,<invalid>
2.963 GHz,-6.021
2.963 GHz,<invalid>
2.963 GHz,<invalid>
2.963 GHz,-6.021
2.963 GHz,<invalid>
2.963 GHz,-6.021
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-6.990
2.964 GHz,0.000
2.964 GHz,-6.990
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-6.990
2.964 GHz,<invalid>
2.964 GHz,0.000
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-6.990
2.964 GHz,-6.021
2.964 GHz,<invalid>
2.964 GHz,-6.021
2.964 GHz,-6.990
2.964 GHz,0.000
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-6.990
2.964 GHz,<invalid>
2.964 GHz,-9.031
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-6.990
2.964 GHz,<invalid>
2.964 GHz,-0.969
2.964 GHz,<invalid>
2.964 GHz,-6.990
2.964 GHz,0.000
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-2.499
2.964 GHz,-9.031
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,0.000
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-3.010
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-6.990
2.964 GHz,<invalid>
2.964 GHz,0.000
2.964 GHz,<invalid>
2.964 GHz,-6.990
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-6.990
2.964 GHz,-6.284
2.964 GHz,<invalid>
2.964 GHz,0.000
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-9.031
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-9.031
2.964 GHz,<invalid>
2.964 GHz,-6.021
2.964 GHz,-6.021
2.964 GHz,-6.990
2.964 GHz,-6.021
2.964 GHz,<invalid>
2.964 GHz,0.000
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-9.031
2.964 GHz,-9.031
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,0.000
2.964 GHz,-6.990
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-6.021
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,0.000
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-3.468
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-6.990
2.964 GHz,-0.969
2.964 GHz,0.000
2.964 GHz,-6.990
2.964 GHz,-6.990
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-6.021
2.964 GHz,-6.021
2.964 GHz,<invalid>
2.964 GHz,<invalid>
2.964 GHz,-6.021
2.964 GHz,0.000
2.964 GHz,-6.990
2.964 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,-9.031
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,0.000
2.965 GHz,-6.021
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,-6.021
2.965 GHz,-6.990
2.965 GHz,<invalid>
2.965 GHz,0.000
2.965 GHz,-9.031
2.965 GHz,<invalid>
2.965 GHz,-6.990
2.965 GHz,-9.031
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,-9.031
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,-9.542
2.965 GHz,<invalid>
2.965 GHz,-9.031
2.965 GHz,<invalid>
2.965 GHz,-6.990
2.965 GHz,0.000
2.965 GHz,-6.990
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,-6.990
2.965 GHz,<invalid>
2.965 GHz,-9.031
2.965 GHz,-6.990
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,-6.021
2.965 GHz,-6.021
2.965 GHz,-6.021
2.965 GHz,<invalid>
2.965 GHz,-6.990
2.965 GHz,-6.990
2.965 GHz,-6.990
2.965 GHz,<invalid>
2.965 GHz,-6.021
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,0.000
2.965 GHz,-0.969
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,-9.031
2.965 GHz,<invalid>
2.965 GHz,-6.990
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,-6.990
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,-6.021
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,-6.021
2.965 GHz,-6.021
2.965 GHz,<invalid>
2.965 GHz,-6.990
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,-0.969
2.965 GHz,0.000
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,0.000
2.965 GHz,-6.021
2.965 GHz,<invalid>
2.965 GHz,-6.021
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,-6.990
2.965 GHz,0.000
2.965 GHz,0.000
2.965 GHz,-6.990
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,-6.990
2.965 GHz,<invalid>
2.965 GHz,-6.021
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.965 GHz,-6.990
2.965 GHz,0.000
2.965 GHz,-0.969
2.965 GHz,-6.021
2.965 GHz,0.000
2.965 GHz,<invalid>
2.965 GHz,<invalid>
2.966 GHz,-6.021
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,-6.021
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,-6.021
2.966 GHz,<invalid>
2.966 GHz,-6.021
2.966 GHz,<invalid>
2.966 GHz,-6.990
2.966 GHz,0.000
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,0.000
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,-6.021
2.966 GHz,-6.990
2.966 GHz,<invalid>
2.966 GHz,-6.021
2.966 GHz,0.000
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,-6.021
2.966 GHz,-9.031
2.966 GHz,0.000
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,0.000
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,0.000
2.966 GHz,<invalid>
2.966 GHz,-9.031
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,0.000
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,-0.969
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,-6.021
2.966 GHz,-6.990
2.966 GHz,<invalid>
2.966 GHz,0.000
2.966 GHz,-6.990
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,-6.990
2.966 GHz,-6.021
2.966 GHz,<invalid>
2.966 GHz,-6.021
2.966 GHz,-6.990
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,-6.021
2.966 GHz,-0.969
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,-6.990
2.966 GHz,-6.990
2.966 GHz,<invalid>
2.966 GHz,-6.990
2.966 GHz,0.000
2.966 GHz,<invalid>
2.966 GHz,0.000
2.966 GHz,-6.021
2.966 GHz,-6.990
2.966 GHz,<invalid>
2.966 GHz,-6.284
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,-3.010
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,-6.021
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,-0.969
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,<invalid>
2.966 GHz,0.000
