"freq
References : ['dB(analysis.SP.S(1,1))']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(analysis.SP.S(1,1))
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
5.884 GHz,-5.230
5.884 GHz,-5.230
5.884 GHz,-5.229
5.884 GHz,-5.228
5.885 GHz,-5.228
5.885 GHz,-5.227
5.885 GHz,-5.227
5.886 GHz,-5.226
5.886 GHz,-5.226
5.886 GHz,-5.225
5.886 GHz,-5.225
5.887 GHz,-5.224
5.887 GHz,-5.224
5.887 GHz,-5.223
5.888 GHz,-5.222
5.888 GHz,-5.222
5.888 GHz,-5.221
5.888 GHz,-5.221
5.889 GHz,-5.220
5.889 GHz,-5.220
5.889 GHz,-5.219
5.890 GHz,-5.219
5.890 GHz,-5.218
5.890 GHz,-5.218
5.890 GHz,-5.217
5.891 GHz,-5.217
5.891 GHz,-5.216
5.891 GHz,-5.215
5.891 GHz,-5.215
5.892 GHz,-5.214
5.892 GHz,-5.214
5.892 GHz,-5.213
5.893 GHz,-5.213
5.893 GHz,-5.212
5.893 GHz,-5.212
5.893 GHz,-5.211
5.894 GHz,-5.211
5.894 GHz,-5.210
5.894 GHz,-5.209
5.895 GHz,-5.209
5.895 GHz,-5.208
5.895 GHz,-5.208
5.895 GHz,-5.207
5.896 GHz,-5.207
5.896 GHz,-5.206
5.896 GHz,-5.206
5.897 GHz,-5.205
5.897 GHz,-5.205
5.897 GHz,-5.204
5.897 GHz,-5.203
5.898 GHz,-5.203
5.898 GHz,-5.202
5.898 GHz,-5.202
5.899 GHz,-5.201
5.899 GHz,-5.201
5.899 GHz,-5.200
5.899 GHz,-5.200
5.900 GHz,-5.199
5.900 GHz,-5.199
5.900 GHz,-5.198
5.901 GHz,-5.198
5.901 GHz,-5.197
5.901 GHz,-5.197
5.901 GHz,-5.197
5.902 GHz,-5.196
5.902 GHz,-5.196
5.902 GHz,-5.196
5.902 GHz,-5.195
5.903 GHz,-5.195
5.903 GHz,-5.195
5.903 GHz,-5.194
5.904 GHz,-5.194
5.904 GHz,-5.194
5.904 GHz,-5.193
5.904 GHz,-5.193
5.905 GHz,-5.193
5.905 GHz,-5.192
5.905 GHz,-5.192
5.906 GHz,-5.192
5.906 GHz,-5.191
5.906 GHz,-5.191
5.906 GHz,-5.191
5.907 GHz,-5.190
5.907 GHz,-5.190
5.907 GHz,-5.190
5.908 GHz,-5.189
5.908 GHz,-5.189
5.908 GHz,-5.189
5.908 GHz,-5.188
5.909 GHz,-5.188
5.909 GHz,-5.188
5.909 GHz,-5.187
5.910 GHz,-5.187
5.910 GHz,-5.187
5.910 GHz,-5.186
5.910 GHz,-5.186
5.911 GHz,-5.186
5.911 GHz,-5.185
5.911 GHz,-5.185
5.911 GHz,-5.185
5.912 GHz,-5.184
5.912 GHz,-5.184
5.912 GHz,-5.184
5.913 GHz,-5.183
5.913 GHz,-5.183
5.913 GHz,-5.183
5.913 GHz,-5.182
5.914 GHz,-5.182
5.914 GHz,-5.182
5.914 GHz,-5.181
5.915 GHz,-5.181
5.915 GHz,-5.181
5.915 GHz,-5.180
5.915 GHz,-5.180
5.916 GHz,-5.180
5.916 GHz,-5.179
5.916 GHz,-5.179
5.917 GHz,-5.178
5.917 GHz,-5.178
5.917 GHz,-5.178
5.917 GHz,-5.177
5.918 GHz,-5.177
5.918 GHz,-5.177
5.918 GHz,-5.176
5.918 GHz,-5.176
5.919 GHz,-5.176
5.919 GHz,-5.175
5.919 GHz,-5.175
5.920 GHz,-5.175
5.920 GHz,-5.174
5.920 GHz,-5.174
5.920 GHz,-5.173
5.921 GHz,-5.173
5.921 GHz,-5.172
5.921 GHz,-5.172
5.922 GHz,-5.171
5.922 GHz,-5.170
5.922 GHz,-5.170
5.922 GHz,-5.169
5.923 GHz,-5.169
5.923 GHz,-5.168
5.923 GHz,-5.168
5.924 GHz,-5.167
5.924 GHz,-5.166
5.924 GHz,-5.166
5.924 GHz,-5.165
5.925 GHz,-5.165
5.925 GHz,-5.164
5.925 GHz,-5.164
5.926 GHz,-5.163
5.926 GHz,-5.162
5.926 GHz,-5.162
5.926 GHz,-5.161
5.927 GHz,-5.161
5.927 GHz,-5.160
5.927 GHz,-5.160
5.928 GHz,-5.159
5.928 GHz,-5.158
5.928 GHz,-5.158
5.928 GHz,-5.157
5.929 GHz,-5.157
5.929 GHz,-5.156
5.929 GHz,-5.156
5.929 GHz,-5.155
5.930 GHz,-5.154
5.930 GHz,-5.154
5.930 GHz,-5.153
5.931 GHz,-5.153
5.931 GHz,-5.152
5.931 GHz,-5.152
5.931 GHz,-5.151
5.932 GHz,-5.150
5.932 GHz,-5.150
5.932 GHz,-5.149
5.933 GHz,-5.149
5.933 GHz,-5.148
5.933 GHz,-5.148
5.933 GHz,-5.147
5.934 GHz,-5.146
5.934 GHz,-5.146
5.934 GHz,-5.145
5.935 GHz,-5.145
5.935 GHz,-5.144
5.935 GHz,-5.144
5.935 GHz,-5.143
5.936 GHz,-5.142
5.936 GHz,-5.142
5.936 GHz,-5.141
5.936 GHz,-5.141
5.937 GHz,-5.140
5.937 GHz,-5.139
5.937 GHz,-5.139
5.938 GHz,-5.138
5.938 GHz,-5.138
5.938 GHz,-5.137
5.938 GHz,-5.137
5.939 GHz,-5.136
5.939 GHz,-5.135
5.939 GHz,-5.135
5.940 GHz,-5.134
5.940 GHz,-5.134
5.940 GHz,-5.133
5.940 GHz,-5.133
5.941 GHz,-5.132
5.941 GHz,-5.132
5.941 GHz,-5.132
5.942 GHz,-5.131
5.942 GHz,-5.131
5.942 GHz,-5.130
5.942 GHz,-5.130
5.943 GHz,-5.130
5.943 GHz,-5.129
5.943 GHz,-5.129
5.944 GHz,-5.128
5.944 GHz,-5.128
5.944 GHz,-5.128
5.944 GHz,-5.127
5.945 GHz,-5.127
5.945 GHz,-5.127
5.945 GHz,-5.126
5.946 GHz,-5.126
5.946 GHz,-5.125
5.946 GHz,-5.125
5.946 GHz,-5.125
5.947 GHz,-5.124
5.947 GHz,-5.124
5.947 GHz,-5.123
5.947 GHz,-5.123
5.948 GHz,-5.123
5.948 GHz,-5.122
5.948 GHz,-5.122
5.949 GHz,-5.121
5.949 GHz,-5.121
5.949 GHz,-5.121
5.949 GHz,-5.120
5.950 GHz,-5.120
5.950 GHz,-5.119
5.950 GHz,-5.119
5.951 GHz,-5.119
5.951 GHz,-5.118
5.951 GHz,-5.118
5.951 GHz,-5.117
5.952 GHz,-5.117
5.952 GHz,-5.117
5.952 GHz,-5.116
5.953 GHz,-5.116
5.953 GHz,-5.115
5.953 GHz,-5.115
5.953 GHz,-5.115
5.954 GHz,-5.114
5.954 GHz,-5.114
5.954 GHz,-5.113
5.955 GHz,-5.113
5.955 GHz,-5.113
5.955 GHz,-5.112
5.955 GHz,-5.112
5.956 GHz,-5.111
5.956 GHz,-5.111
5.956 GHz,-5.111
5.956 GHz,-5.110
5.957 GHz,-5.110
5.957 GHz,-5.109
5.957 GHz,-5.109
5.958 GHz,-5.109
5.958 GHz,-5.108
5.958 GHz,-5.108
5.958 GHz,-5.107
5.959 GHz,-5.107
5.959 GHz,-5.107
5.959 GHz,-5.106
5.960 GHz,-5.106
5.960 GHz,-5.105
5.960 GHz,-5.105
5.960 GHz,-5.104
5.961 GHz,-5.104
5.961 GHz,-5.103
5.961 GHz,-5.102
5.962 GHz,-5.102
5.962 GHz,-5.101
5.962 GHz,-5.101
5.962 GHz,-5.100
5.963 GHz,-5.099
5.963 GHz,-5.099
5.963 GHz,-5.098
5.963 GHz,-5.098
5.964 GHz,-5.097
5.964 GHz,-5.096
5.964 GHz,-5.096
5.965 GHz,-5.095
5.965 GHz,-5.094
5.965 GHz,-5.094
5.965 GHz,-5.093
5.966 GHz,-5.093
5.966 GHz,-5.092
5.966 GHz,-5.091
5.967 GHz,-5.091
5.967 GHz,-5.090
5.967 GHz,-5.090
5.967 GHz,-5.089
5.968 GHz,-5.088
5.968 GHz,-5.088
5.968 GHz,-5.087
5.969 GHz,-5.086
5.969 GHz,-5.086
5.969 GHz,-5.085
5.969 GHz,-5.085
5.970 GHz,-5.084
5.970 GHz,-5.083
5.970 GHz,-5.083
5.971 GHz,-5.082
5.971 GHz,-5.082
5.971 GHz,-5.081
5.971 GHz,-5.080
5.972 GHz,-5.080
5.972 GHz,-5.079
5.972 GHz,-5.078
5.973 GHz,-5.078
5.973 GHz,-5.077
5.973 GHz,-5.077
5.973 GHz,-5.076
5.974 GHz,-5.075
5.974 GHz,-5.075
5.974 GHz,-5.074
5.974 GHz,-5.074
5.975 GHz,-5.073
5.975 GHz,-5.072
5.975 GHz,-5.072
5.976 GHz,-5.071
5.976 GHz,-5.070
5.976 GHz,-5.070
5.976 GHz,-5.069
5.977 GHz,-5.069
5.977 GHz,-5.068
5.977 GHz,-5.067
5.978 GHz,-5.067
5.978 GHz,-5.066
5.978 GHz,-5.066
5.978 GHz,-5.065
5.979 GHz,-5.064
5.979 GHz,-5.064
5.979 GHz,-5.063
5.980 GHz,-5.062
5.980 GHz,-5.062
5.980 GHz,-5.061
5.980 GHz,-5.061
5.981 GHz,-5.060
5.981 GHz,-5.059
5.981 GHz,-5.059
5.981 GHz,-5.058
5.982 GHz,-5.058
5.982 GHz,-5.057
5.982 GHz,-5.057
5.983 GHz,-5.056
5.983 GHz,-5.055
5.983 GHz,-5.055
5.983 GHz,-5.054
5.984 GHz,-5.054
5.984 GHz,-5.053
5.984 GHz,-5.053
5.985 GHz,-5.052
5.985 GHz,-5.051
5.985 GHz,-5.051
5.985 GHz,-5.050
5.986 GHz,-5.050
5.986 GHz,-5.049
5.986 GHz,-5.049
5.987 GHz,-5.048
5.987 GHz,-5.047
5.987 GHz,-5.047
5.987 GHz,-5.046
5.988 GHz,-5.046
5.988 GHz,-5.045
5.988 GHz,-5.045
5.989 GHz,-5.044
5.989 GHz,-5.043
5.989 GHz,-5.043
5.989 GHz,-5.042
5.990 GHz,-5.042
5.990 GHz,-5.041
5.990 GHz,-5.040
5.990 GHz,-5.040
5.991 GHz,-5.039
5.991 GHz,-5.039
5.991 GHz,-5.038
5.992 GHz,-5.038
5.992 GHz,-5.037
5.992 GHz,-5.036
5.992 GHz,-5.036
5.993 GHz,-5.035
5.993 GHz,-5.035
5.993 GHz,-5.034
5.994 GHz,-5.034
5.994 GHz,-5.033
5.994 GHz,-5.032
5.994 GHz,-5.032
5.995 GHz,-5.031
5.995 GHz,-5.031
5.995 GHz,-5.030
5.996 GHz,-5.030
5.996 GHz,-5.029
5.996 GHz,-5.028
5.996 GHz,-5.028
5.997 GHz,-5.027
5.997 GHz,-5.027
5.997 GHz,-5.026
5.998 GHz,-5.025
5.998 GHz,-5.025
5.998 GHz,-5.024
5.998 GHz,-5.024
5.999 GHz,-5.023
5.999 GHz,-5.023
5.999 GHz,-5.022
6.000 GHz,-5.021
6.000 GHz,-5.021
6.000 GHz,-5.020
6.000 GHz,-5.020
6.001 GHz,-5.019
6.001 GHz,-5.018
6.001 GHz,-5.018
6.001 GHz,-5.017
6.002 GHz,-5.016
6.002 GHz,-5.016
6.002 GHz,-5.015
6.003 GHz,-5.014
6.003 GHz,-5.014
6.003 GHz,-5.013
6.003 GHz,-5.012
6.004 GHz,-5.012
6.004 GHz,-5.011
6.004 GHz,-5.010
6.005 GHz,-5.010
6.005 GHz,-5.009
6.005 GHz,-5.008
6.005 GHz,-5.008
6.006 GHz,-5.007
6.006 GHz,-5.006
6.006 GHz,-5.006
6.007 GHz,-5.005
6.007 GHz,-5.004
6.007 GHz,-5.004
6.007 GHz,-5.003
6.008 GHz,-5.002
6.008 GHz,-5.002
6.008 GHz,-5.001
6.008 GHz,-5.000
6.009 GHz,-5.000
6.009 GHz,-4.999
6.009 GHz,-4.998
6.010 GHz,-4.998
6.010 GHz,-4.997
6.010 GHz,-4.996
6.010 GHz,-4.996
6.011 GHz,-4.995
6.011 GHz,-4.994
6.011 GHz,-4.994
6.012 GHz,-4.993
6.012 GHz,-4.992
6.012 GHz,-4.992
6.012 GHz,-4.991
6.013 GHz,-4.990
6.013 GHz,-4.990
6.013 GHz,-4.989
6.014 GHz,-4.988
6.014 GHz,-4.988
6.014 GHz,-4.987
6.014 GHz,-4.986
6.015 GHz,-4.986
6.015 GHz,-4.985
6.015 GHz,-4.984
6.016 GHz,-4.984
6.016 GHz,-4.983
6.016 GHz,-4.983
6.016 GHz,-4.982
6.017 GHz,-4.981
6.017 GHz,-4.981
6.017 GHz,-4.980
6.018 GHz,-4.979
6.018 GHz,-4.979
6.018 GHz,-4.978
6.018 GHz,-4.977
6.019 GHz,-4.977
6.019 GHz,-4.976
6.019 GHz,-4.975
6.019 GHz,-4.975
6.020 GHz,-4.974
6.020 GHz,-4.973
6.020 GHz,-4.973
6.021 GHz,-4.972
6.021 GHz,-4.971
6.021 GHz,-4.971
6.021 GHz,-4.970
6.022 GHz,-4.969
6.022 GHz,-4.969
6.022 GHz,-4.968
6.023 GHz,-4.968
6.023 GHz,-4.967
6.023 GHz,-4.966
6.023 GHz,-4.966
6.024 GHz,-4.965
6.024 GHz,-4.965
6.024 GHz,-4.964
6.025 GHz,-4.963
6.025 GHz,-4.963
6.025 GHz,-4.962
6.025 GHz,-4.961
6.026 GHz,-4.961
6.026 GHz,-4.960
6.026 GHz,-4.960
6.027 GHz,-4.959
6.027 GHz,-4.958
6.027 GHz,-4.958
6.027 GHz,-4.957
6.028 GHz,-4.956
6.028 GHz,-4.956
6.028 GHz,-4.955
6.028 GHz,-4.955
6.029 GHz,-4.954
6.029 GHz,-4.953
6.029 GHz,-4.953
6.030 GHz,-4.952
6.030 GHz,-4.951
6.030 GHz,-4.951
6.030 GHz,-4.950
6.031 GHz,-4.950
6.031 GHz,-4.949
6.031 GHz,-4.948
6.032 GHz,-4.948
6.032 GHz,-4.947
6.032 GHz,-4.946
6.032 GHz,-4.946
6.033 GHz,-4.945
6.033 GHz,-4.945
6.033 GHz,-4.944
6.034 GHz,-4.943
6.034 GHz,-4.943
6.034 GHz,-4.942
6.034 GHz,-4.941
6.035 GHz,-4.941
6.035 GHz,-4.940
6.035 GHz,-4.940
6.035 GHz,-4.939
6.036 GHz,-4.938
6.036 GHz,-4.938
6.036 GHz,-4.937
6.037 GHz,-4.936
6.037 GHz,-4.936
6.037 GHz,-4.935
6.037 GHz,-4.935
6.038 GHz,-4.934
6.038 GHz,-4.933
6.038 GHz,-4.933
6.039 GHz,-4.932
6.039 GHz,-4.931
6.039 GHz,-4.931
6.039 GHz,-4.930
6.040 GHz,-4.930
6.040 GHz,-4.929
6.040 GHz,-4.928
6.041 GHz,-4.928
6.041 GHz,-4.927
6.041 GHz,-4.927
6.041 GHz,-4.926
6.042 GHz,-4.926
6.042 GHz,-4.925
6.042 GHz,-4.925
6.043 GHz,-4.924
6.043 GHz,-4.923
6.043 GHz,-4.923
6.043 GHz,-4.922
6.044 GHz,-4.922
6.044 GHz,-4.921
6.044 GHz,-4.921
6.045 GHz,-4.920
6.045 GHz,-4.920
6.045 GHz,-4.919
6.045 GHz,-4.919
6.046 GHz,-4.918
6.046 GHz,-4.917
6.046 GHz,-4.917
6.046 GHz,-4.916
6.047 GHz,-4.916
6.047 GHz,-4.915
6.047 GHz,-4.915
6.048 GHz,-4.914
6.048 GHz,-4.914
6.048 GHz,-4.913
6.048 GHz,-4.912
6.049 GHz,-4.912
6.049 GHz,-4.911
6.049 GHz,-4.911
6.050 GHz,-4.910
6.050 GHz,-4.910
6.050 GHz,-4.909
6.050 GHz,-4.909
6.051 GHz,-4.908
6.051 GHz,-4.908
6.051 GHz,-4.907
6.052 GHz,-4.906
6.052 GHz,-4.906
6.052 GHz,-4.905
6.052 GHz,-4.905
6.053 GHz,-4.904
6.053 GHz,-4.904
6.053 GHz,-4.903
6.053 GHz,-4.903
6.054 GHz,-4.902
6.054 GHz,-4.901
6.054 GHz,-4.901
6.055 GHz,-4.900
6.055 GHz,-4.900
6.055 GHz,-4.899
6.055 GHz,-4.899
6.056 GHz,-4.898
6.056 GHz,-4.898
6.056 GHz,-4.897
6.057 GHz,-4.897
6.057 GHz,-4.896
6.057 GHz,-4.895
6.057 GHz,-4.895
6.058 GHz,-4.894
6.058 GHz,-4.894
6.058 GHz,-4.893
6.059 GHz,-4.893
6.059 GHz,-4.892
6.059 GHz,-4.892
6.059 GHz,-4.891
6.060 GHz,-4.890
6.060 GHz,-4.890
6.060 GHz,-4.889
6.061 GHz,-4.889
6.061 GHz,-4.888
6.061 GHz,-4.887
6.061 GHz,-4.887
6.062 GHz,-4.886
6.062 GHz,-4.886
6.062 GHz,-4.885
6.062 GHz,-4.884
6.063 GHz,-4.884
6.063 GHz,-4.883
6.063 GHz,-4.883
6.064 GHz,-4.882
6.064 GHz,-4.881
6.064 GHz,-4.881
6.064 GHz,-4.880
6.065 GHz,-4.880
6.065 GHz,-4.879
6.065 GHz,-4.878
6.066 GHz,-4.878
6.066 GHz,-4.877
6.066 GHz,-4.877
6.066 GHz,-4.876
6.067 GHz,-4.875
6.067 GHz,-4.875
6.067 GHz,-4.874
6.068 GHz,-4.873
6.068 GHz,-4.873
6.068 GHz,-4.872
6.068 GHz,-4.872
6.069 GHz,-4.871
6.069 GHz,-4.870
6.069 GHz,-4.870
6.070 GHz,-4.869
6.070 GHz,-4.869
6.070 GHz,-4.868
6.070 GHz,-4.867
6.071 GHz,-4.867
6.071 GHz,-4.866
6.071 GHz,-4.866
6.072 GHz,-4.865
6.072 GHz,-4.864
6.072 GHz,-4.864
6.072 GHz,-4.863
6.073 GHz,-4.862
6.073 GHz,-4.862
6.073 GHz,-4.861
6.073 GHz,-4.861
6.074 GHz,-4.860
6.074 GHz,-4.859
6.074 GHz,-4.859
6.075 GHz,-4.858
6.075 GHz,-4.858
6.075 GHz,-4.857
6.075 GHz,-4.856
6.076 GHz,-4.856
6.076 GHz,-4.855
6.076 GHz,-4.855
6.077 GHz,-4.854
6.077 GHz,-4.853
6.077 GHz,-4.853
6.077 GHz,-4.852
6.078 GHz,-4.852
6.078 GHz,-4.851
6.078 GHz,-4.850
6.079 GHz,-4.850
6.079 GHz,-4.849
6.079 GHz,-4.848
6.079 GHz,-4.848
6.080 GHz,-4.847
6.080 GHz,-4.847
6.080 GHz,-4.846
6.080 GHz,-4.846
6.081 GHz,-4.845
6.081 GHz,-4.844
6.081 GHz,-4.844
6.082 GHz,-4.843
6.082 GHz,-4.843
6.082 GHz,-4.842
6.082 GHz,-4.842
6.083 GHz,-4.841
6.083 GHz,-4.841
6.083 GHz,-4.840
6.084 GHz,-4.839
6.084 GHz,-4.839
6.084 GHz,-4.838
6.084 GHz,-4.838
6.085 GHz,-4.837
6.085 GHz,-4.837
6.085 GHz,-4.836
6.086 GHz,-4.836
6.086 GHz,-4.835
6.086 GHz,-4.834
6.086 GHz,-4.834
6.087 GHz,-4.833
6.087 GHz,-4.833
6.087 GHz,-4.832
6.088 GHz,-4.832
6.088 GHz,-4.831
6.088 GHz,-4.831
6.088 GHz,-4.830
6.089 GHz,-4.829
6.089 GHz,-4.829
6.089 GHz,-4.828
6.090 GHz,-4.828
6.090 GHz,-4.827
6.090 GHz,-4.827
6.090 GHz,-4.826
6.091 GHz,-4.826
6.091 GHz,-4.825
6.091 GHz,-4.824
6.091 GHz,-4.824
6.092 GHz,-4.823
6.092 GHz,-4.823
6.092 GHz,-4.822
6.093 GHz,-4.822
6.093 GHz,-4.821
6.093 GHz,-4.821
6.093 GHz,-4.820
6.094 GHz,-4.820
6.094 GHz,-4.819
6.094 GHz,-4.818
6.095 GHz,-4.818
6.095 GHz,-4.817
6.095 GHz,-4.817
6.095 GHz,-4.816
6.096 GHz,-4.816
6.096 GHz,-4.815
6.096 GHz,-4.815
6.097 GHz,-4.814
6.097 GHz,-4.813
6.097 GHz,-4.813
6.097 GHz,-4.812
6.098 GHz,-4.812
6.098 GHz,-4.811
6.098 GHz,-4.811
6.098 GHz,-4.810
6.099 GHz,-4.810
6.099 GHz,-4.809
6.099 GHz,-4.808
6.100 GHz,-4.808
6.100 GHz,-4.807
6.100 GHz,-4.807
6.100 GHz,-4.806
6.101 GHz,-4.805
6.101 GHz,-4.805
6.101 GHz,-4.804
6.102 GHz,-4.803
6.102 GHz,-4.803
6.102 GHz,-4.802
6.102 GHz,-4.801
6.103 GHz,-4.801
6.103 GHz,-4.800
6.103 GHz,-4.799
6.104 GHz,-4.799
6.104 GHz,-4.798
6.104 GHz,-4.797
6.104 GHz,-4.797
6.105 GHz,-4.796
6.105 GHz,-4.795
6.105 GHz,-4.795
6.106 GHz,-4.794
6.106 GHz,-4.793
6.106 GHz,-4.793
6.106 GHz,-4.792
6.107 GHz,-4.791
6.107 GHz,-4.791
6.107 GHz,-4.790
6.107 GHz,-4.789
6.108 GHz,-4.789
6.108 GHz,-4.788
6.108 GHz,-4.787
6.109 GHz,-4.787
6.109 GHz,-4.786
6.109 GHz,-4.785
6.109 GHz,-4.785
6.110 GHz,-4.784
6.110 GHz,-4.783
6.110 GHz,-4.783
6.111 GHz,-4.782
6.111 GHz,-4.781
6.111 GHz,-4.781
6.111 GHz,-4.780
6.112 GHz,-4.779
6.112 GHz,-4.779
6.112 GHz,-4.778
6.113 GHz,-4.777
6.113 GHz,-4.777
6.113 GHz,-4.776
6.113 GHz,-4.775
6.114 GHz,-4.775
6.114 GHz,-4.774
6.114 GHz,-4.773
6.115 GHz,-4.773
6.115 GHz,-4.772
6.115 GHz,-4.771
6.115 GHz,-4.771
6.116 GHz,-4.770
6.116 GHz,-4.769
6.116 GHz,-4.769
6.117 GHz,-4.768
6.117 GHz,-4.767
6.117 GHz,-4.767
6.117 GHz,-4.766
6.118 GHz,-4.765
6.118 GHz,-4.765
6.118 GHz,-4.764
6.118 GHz,-4.763
6.119 GHz,-4.763
6.119 GHz,-4.762
6.119 GHz,-4.761
6.120 GHz,-4.761
6.120 GHz,-4.760
6.120 GHz,-4.759
6.120 GHz,-4.759
6.121 GHz,-4.758
6.121 GHz,-4.758
6.121 GHz,-4.757
6.122 GHz,-4.757
6.122 GHz,-4.756
6.122 GHz,-4.756
6.122 GHz,-4.755
6.123 GHz,-4.755
6.123 GHz,-4.754
6.123 GHz,-4.754
6.124 GHz,-4.753
6.124 GHz,-4.753
6.124 GHz,-4.752
6.124 GHz,-4.752
6.125 GHz,-4.751
6.125 GHz,-4.751
6.125 GHz,-4.750
6.125 GHz,-4.750
6.126 GHz,-4.749
6.126 GHz,-4.749
6.126 GHz,-4.748
6.127 GHz,-4.748
6.127 GHz,-4.747
6.127 GHz,-4.747
6.127 GHz,-4.746
6.128 GHz,-4.746
6.128 GHz,-4.745
6.128 GHz,-4.745
6.129 GHz,-4.744
6.129 GHz,-4.743
6.129 GHz,-4.743
6.129 GHz,-4.742
6.130 GHz,-4.742
6.130 GHz,-4.741
6.130 GHz,-4.741
6.131 GHz,-4.740
6.131 GHz,-4.740
6.131 GHz,-4.739
6.131 GHz,-4.739
6.132 GHz,-4.738
6.132 GHz,-4.738
6.132 GHz,-4.737
6.133 GHz,-4.737
6.133 GHz,-4.736
6.133 GHz,-4.736
6.133 GHz,-4.735
6.134 GHz,-4.735
6.134 GHz,-4.734
6.134 GHz,-4.734
6.135 GHz,-4.733
6.135 GHz,-4.733
6.135 GHz,-4.732
6.135 GHz,-4.732
6.136 GHz,-4.731
6.136 GHz,-4.731
6.136 GHz,-4.730
6.136 GHz,-4.730
6.137 GHz,-4.729
6.137 GHz,-4.729
6.137 GHz,-4.728
6.138 GHz,-4.727
6.138 GHz,-4.727
6.138 GHz,-4.726
6.138 GHz,-4.726
6.139 GHz,-4.725
6.139 GHz,-4.725
6.139 GHz,-4.724
6.140 GHz,-4.724
6.140 GHz,-4.723
6.140 GHz,-4.723
6.140 GHz,-4.722
6.141 GHz,-4.722
6.141 GHz,-4.721
6.141 GHz,-4.721
6.142 GHz,-4.720
6.142 GHz,-4.720
6.142 GHz,-4.719
6.142 GHz,-4.719
6.143 GHz,-4.718
6.143 GHz,-4.718
6.143 GHz,-4.717
6.144 GHz,-4.716
6.144 GHz,-4.716
6.144 GHz,-4.715
6.144 GHz,-4.715
6.145 GHz,-4.714
6.145 GHz,-4.714
6.145 GHz,-4.713
6.145 GHz,-4.713
6.146 GHz,-4.712
6.146 GHz,-4.712
6.146 GHz,-4.711
6.147 GHz,-4.711
6.147 GHz,-4.710
6.147 GHz,-4.710
6.147 GHz,-4.709
6.148 GHz,-4.709
6.148 GHz,-4.708
6.148 GHz,-4.708
6.149 GHz,-4.707
6.149 GHz,-4.706
6.149 GHz,-4.706
6.149 GHz,-4.705
6.150 GHz,-4.705
6.150 GHz,-4.704
6.150 GHz,-4.704
6.151 GHz,-4.703
6.151 GHz,-4.703
6.151 GHz,-4.702
6.151 GHz,-4.702
6.152 GHz,-4.701
6.152 GHz,-4.701
6.152 GHz,-4.700
6.152 GHz,-4.700
6.153 GHz,-4.699
6.153 GHz,-4.699
6.153 GHz,-4.698
6.154 GHz,-4.697
6.154 GHz,-4.697
6.154 GHz,-4.696
6.154 GHz,-4.696
6.155 GHz,-4.695
6.155 GHz,-4.695
6.155 GHz,-4.694
6.156 GHz,-4.694
6.156 GHz,-4.693
6.156 GHz,-4.693
6.156 GHz,-4.692
6.157 GHz,-4.692
6.157 GHz,-4.691
6.157 GHz,-4.691
6.158 GHz,-4.690
6.158 GHz,-4.690
6.158 GHz,-4.689
6.158 GHz,-4.688
6.159 GHz,-4.688
6.159 GHz,-4.687
6.159 GHz,-4.687
6.160 GHz,-4.686
6.160 GHz,-4.686
6.160 GHz,-4.685
6.160 GHz,-4.685
6.161 GHz,-4.684
6.161 GHz,-4.684
6.161 GHz,-4.683
6.162 GHz,-4.682
6.162 GHz,-4.682
6.162 GHz,-4.681
6.162 GHz,-4.681
6.163 GHz,-4.680
6.163 GHz,-4.679
6.163 GHz,-4.679
6.163 GHz,-4.678
6.164 GHz,-4.678
6.164 GHz,-4.677
6.164 GHz,-4.676
6.165 GHz,-4.676
6.165 GHz,-4.675
6.165 GHz,-4.675
6.165 GHz,-4.674
6.166 GHz,-4.674
6.166 GHz,-4.673
6.166 GHz,-4.672
6.167 GHz,-4.672
6.167 GHz,-4.671
6.167 GHz,-4.671
6.167 GHz,-4.670
6.168 GHz,-4.669
6.168 GHz,-4.669
6.168 GHz,-4.668
6.169 GHz,-4.668
6.169 GHz,-4.667
6.169 GHz,-4.666
6.169 GHz,-4.666
6.170 GHz,-4.665
6.170 GHz,-4.665
6.170 GHz,-4.664
6.170 GHz,-4.663
6.171 GHz,-4.663
6.171 GHz,-4.662
6.171 GHz,-4.662
6.172 GHz,-4.661
6.172 GHz,-4.661
6.172 GHz,-4.660
6.172 GHz,-4.659
6.173 GHz,-4.659
6.173 GHz,-4.658
6.173 GHz,-4.658
6.174 GHz,-4.657
6.174 GHz,-4.656
6.174 GHz,-4.656
6.174 GHz,-4.655
6.175 GHz,-4.655
6.175 GHz,-4.654
6.175 GHz,-4.653
6.176 GHz,-4.653
6.176 GHz,-4.652
6.176 GHz,-4.652
6.176 GHz,-4.651
6.177 GHz,-4.651
6.177 GHz,-4.650
6.177 GHz,-4.649
6.178 GHz,-4.649
6.178 GHz,-4.648
6.178 GHz,-4.648
6.178 GHz,-4.647
6.179 GHz,-4.646
6.179 GHz,-4.646
6.179 GHz,-4.645
6.179 GHz,-4.645
6.180 GHz,-4.644
6.180 GHz,-4.643
6.180 GHz,-4.643
6.181 GHz,-4.642
6.181 GHz,-4.642
6.181 GHz,-4.641
6.181 GHz,-4.641
6.182 GHz,-4.640
6.182 GHz,-4.640
6.182 GHz,-4.639
6.183 GHz,-4.639
6.183 GHz,-4.638
6.183 GHz,-4.638
6.183 GHz,-4.637
