"freq
References : ['dB(analysis.SP.S(1,1))']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(analysis.SP.S(1,1))
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
5.654 GHz,-5.925
5.654 GHz,-5.925
5.654 GHz,-5.926
5.654 GHz,-5.926
5.655 GHz,-5.927
5.655 GHz,-5.927
5.655 GHz,-5.927
5.656 GHz,-5.928
5.656 GHz,-5.928
5.656 GHz,-5.929
5.656 GHz,-5.929
5.657 GHz,-5.929
5.657 GHz,-5.930
5.657 GHz,-5.930
5.657 GHz,-5.931
5.658 GHz,-5.931
5.658 GHz,-5.932
5.658 GHz,-5.932
5.659 GHz,-5.933
5.659 GHz,-5.933
5.659 GHz,-5.934
5.659 GHz,-5.934
5.660 GHz,-5.935
5.660 GHz,-5.935
5.660 GHz,-5.936
5.661 GHz,-5.936
5.661 GHz,-5.937
5.661 GHz,-5.938
5.661 GHz,-5.938
5.662 GHz,-5.939
5.662 GHz,-5.939
5.662 GHz,-5.940
5.663 GHz,-5.941
5.663 GHz,-5.941
5.663 GHz,-5.942
5.663 GHz,-5.942
5.664 GHz,-5.943
5.664 GHz,-5.944
5.664 GHz,-5.944
5.665 GHz,-5.945
5.665 GHz,-5.946
5.665 GHz,-5.946
5.665 GHz,-5.947
5.666 GHz,-5.948
5.666 GHz,-5.948
5.666 GHz,-5.949
5.667 GHz,-5.950
5.667 GHz,-5.950
5.667 GHz,-5.951
5.667 GHz,-5.952
5.668 GHz,-5.952
5.668 GHz,-5.953
5.668 GHz,-5.954
5.668 GHz,-5.955
5.669 GHz,-5.955
5.669 GHz,-5.956
5.669 GHz,-5.957
5.670 GHz,-5.957
5.670 GHz,-5.958
5.670 GHz,-5.959
5.670 GHz,-5.959
5.671 GHz,-5.960
5.671 GHz,-5.961
5.671 GHz,-5.962
5.672 GHz,-5.962
5.672 GHz,-5.963
5.672 GHz,-5.964
5.672 GHz,-5.964
5.673 GHz,-5.965
5.673 GHz,-5.966
5.673 GHz,-5.966
5.674 GHz,-5.967
5.674 GHz,-5.968
5.674 GHz,-5.968
5.674 GHz,-5.969
5.675 GHz,-5.970
5.675 GHz,-5.970
5.675 GHz,-5.971
5.676 GHz,-5.972
5.676 GHz,-5.972
5.676 GHz,-5.973
5.676 GHz,-5.973
5.677 GHz,-5.974
5.677 GHz,-5.975
5.677 GHz,-5.975
5.677 GHz,-5.976
5.678 GHz,-5.976
5.678 GHz,-5.977
5.678 GHz,-5.977
5.679 GHz,-5.978
5.679 GHz,-5.979
5.679 GHz,-5.979
5.679 GHz,-5.980
5.680 GHz,-5.980
5.680 GHz,-5.981
5.680 GHz,-5.981
5.681 GHz,-5.982
5.681 GHz,-5.982
5.681 GHz,-5.982
5.681 GHz,-5.983
5.682 GHz,-5.983
5.682 GHz,-5.984
5.682 GHz,-5.984
5.683 GHz,-5.985
5.683 GHz,-5.985
5.683 GHz,-5.985
5.683 GHz,-5.986
5.684 GHz,-5.986
5.684 GHz,-5.986
5.684 GHz,-5.987
5.684 GHz,-5.987
5.685 GHz,-5.987
5.685 GHz,-5.988
5.685 GHz,-5.988
5.686 GHz,-5.988
5.686 GHz,-5.989
5.686 GHz,-5.989
5.686 GHz,-5.989
5.687 GHz,-5.990
5.687 GHz,-5.990
5.687 GHz,-5.990
5.688 GHz,-5.991
5.688 GHz,-5.991
5.688 GHz,-5.991
5.688 GHz,-5.991
5.689 GHz,-5.992
5.689 GHz,-5.992
5.689 GHz,-5.992
5.690 GHz,-5.993
5.690 GHz,-5.993
5.690 GHz,-5.993
5.690 GHz,-5.993
5.691 GHz,-5.994
5.691 GHz,-5.994
5.691 GHz,-5.994
5.692 GHz,-5.995
5.692 GHz,-5.995
5.692 GHz,-5.995
5.692 GHz,-5.995
5.693 GHz,-5.996
5.693 GHz,-5.996
5.693 GHz,-5.996
5.694 GHz,-5.996
5.694 GHz,-5.997
5.694 GHz,-5.997
5.694 GHz,-5.997
5.695 GHz,-5.998
5.695 GHz,-5.998
5.695 GHz,-5.998
5.695 GHz,-5.999
5.696 GHz,-5.999
5.696 GHz,-5.999
5.696 GHz,-6.000
5.697 GHz,-6.000
5.697 GHz,-6.000
5.697 GHz,-6.001
5.697 GHz,-6.001
5.698 GHz,-6.001
5.698 GHz,-6.002
5.698 GHz,-6.002
5.699 GHz,-6.003
5.699 GHz,-6.003
5.699 GHz,-6.003
5.699 GHz,-6.004
5.700 GHz,-6.004
5.700 GHz,-6.005
5.700 GHz,-6.005
5.701 GHz,-6.006
5.701 GHz,-6.006
5.701 GHz,-6.007
5.701 GHz,-6.007
5.702 GHz,-6.007
5.702 GHz,-6.008
5.702 GHz,-6.008
5.702 GHz,-6.009
5.703 GHz,-6.009
5.703 GHz,-6.010
5.703 GHz,-6.010
5.704 GHz,-6.011
5.704 GHz,-6.011
5.704 GHz,-6.012
5.704 GHz,-6.012
5.705 GHz,-6.013
5.705 GHz,-6.013
5.705 GHz,-6.014
5.706 GHz,-6.014
5.706 GHz,-6.015
5.706 GHz,-6.015
5.706 GHz,-6.016
5.707 GHz,-6.016
5.707 GHz,-6.017
5.707 GHz,-6.017
5.708 GHz,-6.018
5.708 GHz,-6.018
5.708 GHz,-6.019
5.708 GHz,-6.019
5.709 GHz,-6.020
5.709 GHz,-6.020
5.709 GHz,-6.021
5.710 GHz,-6.021
5.710 GHz,-6.022
5.710 GHz,-6.022
5.710 GHz,-6.023
5.711 GHz,-6.024
5.711 GHz,-6.024
5.711 GHz,-6.025
5.712 GHz,-6.025
5.712 GHz,-6.026
5.712 GHz,-6.026
5.712 GHz,-6.027
5.713 GHz,-6.028
5.713 GHz,-6.028
5.713 GHz,-6.029
5.713 GHz,-6.029
5.714 GHz,-6.030
5.714 GHz,-6.031
5.714 GHz,-6.031
5.715 GHz,-6.032
5.715 GHz,-6.032
5.715 GHz,-6.033
5.715 GHz,-6.034
5.716 GHz,-6.034
5.716 GHz,-6.035
5.716 GHz,-6.036
5.717 GHz,-6.036
5.717 GHz,-6.037
5.717 GHz,-6.038
5.717 GHz,-6.038
5.718 GHz,-6.039
5.718 GHz,-6.040
5.718 GHz,-6.040
5.719 GHz,-6.041
5.719 GHz,-6.042
5.719 GHz,-6.043
5.719 GHz,-6.043
5.720 GHz,-6.044
5.720 GHz,-6.045
5.720 GHz,-6.045
5.721 GHz,-6.046
5.721 GHz,-6.047
5.721 GHz,-6.048
5.721 GHz,-6.049
5.722 GHz,-6.049
5.722 GHz,-6.050
5.722 GHz,-6.051
5.722 GHz,-6.052
5.723 GHz,-6.053
5.723 GHz,-6.054
5.723 GHz,-6.055
5.724 GHz,-6.055
5.724 GHz,-6.056
5.724 GHz,-6.057
5.724 GHz,-6.058
5.725 GHz,-6.059
5.725 GHz,-6.060
5.725 GHz,-6.061
5.726 GHz,-6.062
5.726 GHz,-6.063
5.726 GHz,-6.064
5.726 GHz,-6.065
5.727 GHz,-6.066
5.727 GHz,-6.067
5.727 GHz,-6.068
5.728 GHz,-6.069
5.728 GHz,-6.070
5.728 GHz,-6.071
5.728 GHz,-6.072
5.729 GHz,-6.073
5.729 GHz,-6.074
5.729 GHz,-6.075
5.729 GHz,-6.076
5.730 GHz,-6.077
5.730 GHz,-6.078
5.730 GHz,-6.079
5.731 GHz,-6.080
5.731 GHz,-6.081
5.731 GHz,-6.082
5.731 GHz,-6.083
5.732 GHz,-6.084
5.732 GHz,-6.085
5.732 GHz,-6.086
5.733 GHz,-6.087
5.733 GHz,-6.088
5.733 GHz,-6.089
5.733 GHz,-6.090
5.734 GHz,-6.091
5.734 GHz,-6.092
5.734 GHz,-6.093
5.735 GHz,-6.094
5.735 GHz,-6.095
5.735 GHz,-6.096
5.735 GHz,-6.097
5.736 GHz,-6.098
5.736 GHz,-6.099
5.736 GHz,-6.100
5.737 GHz,-6.100
5.737 GHz,-6.101
5.737 GHz,-6.102
5.737 GHz,-6.103
5.738 GHz,-6.104
5.738 GHz,-6.105
5.738 GHz,-6.106
5.739 GHz,-6.107
5.739 GHz,-6.107
5.739 GHz,-6.108
5.739 GHz,-6.109
5.740 GHz,-6.110
5.740 GHz,-6.110
5.740 GHz,-6.111
5.740 GHz,-6.112
5.741 GHz,-6.113
5.741 GHz,-6.113
5.741 GHz,-6.114
5.742 GHz,-6.115
5.742 GHz,-6.115
5.742 GHz,-6.116
5.742 GHz,-6.117
5.743 GHz,-6.117
5.743 GHz,-6.118
5.743 GHz,-6.119
5.744 GHz,-6.119
5.744 GHz,-6.120
5.744 GHz,-6.121
5.744 GHz,-6.121
5.745 GHz,-6.122
5.745 GHz,-6.122
5.745 GHz,-6.123
5.746 GHz,-6.123
5.746 GHz,-6.124
5.746 GHz,-6.125
5.746 GHz,-6.125
5.747 GHz,-6.126
5.747 GHz,-6.126
5.747 GHz,-6.127
5.747 GHz,-6.127
5.748 GHz,-6.128
5.748 GHz,-6.128
5.748 GHz,-6.129
5.749 GHz,-6.129
5.749 GHz,-6.130
5.749 GHz,-6.130
5.749 GHz,-6.131
5.750 GHz,-6.131
5.750 GHz,-6.132
5.750 GHz,-6.132
5.751 GHz,-6.133
5.751 GHz,-6.133
5.751 GHz,-6.134
5.751 GHz,-6.134
5.752 GHz,-6.135
5.752 GHz,-6.135
5.752 GHz,-6.136
5.753 GHz,-6.136
5.753 GHz,-6.137
5.753 GHz,-6.137
5.753 GHz,-6.138
5.754 GHz,-6.138
5.754 GHz,-6.139
5.754 GHz,-6.139
5.755 GHz,-6.140
5.755 GHz,-6.140
5.755 GHz,-6.141
5.755 GHz,-6.141
5.756 GHz,-6.142
5.756 GHz,-6.142
5.756 GHz,-6.143
5.756 GHz,-6.143
5.757 GHz,-6.144
5.757 GHz,-6.145
5.757 GHz,-6.145
5.758 GHz,-6.146
5.758 GHz,-6.146
5.758 GHz,-6.147
5.758 GHz,-6.147
5.759 GHz,-6.148
5.759 GHz,-6.148
5.759 GHz,-6.149
5.760 GHz,-6.150
5.760 GHz,-6.150
5.760 GHz,-6.151
5.760 GHz,-6.151
5.761 GHz,-6.152
5.761 GHz,-6.152
5.761 GHz,-6.153
5.762 GHz,-6.154
5.762 GHz,-6.154
5.762 GHz,-6.155
5.762 GHz,-6.155
5.763 GHz,-6.156
5.763 GHz,-6.157
5.763 GHz,-6.157
5.764 GHz,-6.158
5.764 GHz,-6.158
5.764 GHz,-6.159
5.764 GHz,-6.160
5.765 GHz,-6.160
5.765 GHz,-6.161
5.765 GHz,-6.161
5.766 GHz,-6.162
5.766 GHz,-6.163
5.766 GHz,-6.163
5.766 GHz,-6.164
5.767 GHz,-6.164
5.767 GHz,-6.165
5.767 GHz,-6.166
5.767 GHz,-6.166
5.768 GHz,-6.167
5.768 GHz,-6.167
5.768 GHz,-6.168
5.769 GHz,-6.169
5.769 GHz,-6.169
5.769 GHz,-6.170
5.769 GHz,-6.171
5.770 GHz,-6.171
5.770 GHz,-6.172
5.770 GHz,-6.172
5.771 GHz,-6.173
5.771 GHz,-6.174
5.771 GHz,-6.174
5.771 GHz,-6.175
5.772 GHz,-6.176
5.772 GHz,-6.176
5.772 GHz,-6.177
5.773 GHz,-6.177
5.773 GHz,-6.178
5.773 GHz,-6.179
5.773 GHz,-6.179
5.774 GHz,-6.180
5.774 GHz,-6.181
5.774 GHz,-6.181
5.774 GHz,-6.182
5.775 GHz,-6.183
5.775 GHz,-6.183
5.775 GHz,-6.184
5.776 GHz,-6.184
5.776 GHz,-6.185
5.776 GHz,-6.186
5.776 GHz,-6.186
5.777 GHz,-6.187
5.777 GHz,-6.188
5.777 GHz,-6.188
5.778 GHz,-6.189
5.778 GHz,-6.190
5.778 GHz,-6.190
5.778 GHz,-6.191
5.779 GHz,-6.192
5.779 GHz,-6.192
5.779 GHz,-6.193
5.780 GHz,-6.194
5.780 GHz,-6.194
5.780 GHz,-6.195
5.780 GHz,-6.196
5.781 GHz,-6.196
5.781 GHz,-6.197
5.781 GHz,-6.198
5.782 GHz,-6.199
5.782 GHz,-6.199
5.782 GHz,-6.200
5.782 GHz,-6.201
5.783 GHz,-6.201
5.783 GHz,-6.202
5.783 GHz,-6.203
5.784 GHz,-6.203
5.784 GHz,-6.204
5.784 GHz,-6.205
5.784 GHz,-6.206
5.785 GHz,-6.206
5.785 GHz,-6.207
5.785 GHz,-6.208
5.785 GHz,-6.208
5.786 GHz,-6.209
5.786 GHz,-6.210
5.786 GHz,-6.211
5.787 GHz,-6.211
5.787 GHz,-6.212
5.787 GHz,-6.213
5.787 GHz,-6.214
5.788 GHz,-6.214
5.788 GHz,-6.215
5.788 GHz,-6.216
5.789 GHz,-6.217
5.789 GHz,-6.217
5.789 GHz,-6.218
5.789 GHz,-6.219
5.790 GHz,-6.220
5.790 GHz,-6.220
5.790 GHz,-6.221
5.791 GHz,-6.222
5.791 GHz,-6.223
5.791 GHz,-6.223
5.791 GHz,-6.224
5.792 GHz,-6.225
5.792 GHz,-6.226
5.792 GHz,-6.226
5.793 GHz,-6.227
5.793 GHz,-6.228
5.793 GHz,-6.229
5.793 GHz,-6.229
5.794 GHz,-6.230
5.794 GHz,-6.231
5.794 GHz,-6.232
5.794 GHz,-6.232
5.795 GHz,-6.233
5.795 GHz,-6.234
5.795 GHz,-6.235
5.796 GHz,-6.235
5.796 GHz,-6.236
5.796 GHz,-6.237
5.796 GHz,-6.238
5.797 GHz,-6.238
5.797 GHz,-6.239
5.797 GHz,-6.240
5.798 GHz,-6.240
5.798 GHz,-6.241
5.798 GHz,-6.242
5.798 GHz,-6.243
5.799 GHz,-6.243
5.799 GHz,-6.244
5.799 GHz,-6.245
5.800 GHz,-6.246
5.800 GHz,-6.246
5.800 GHz,-6.247
5.800 GHz,-6.248
5.801 GHz,-6.248
5.801 GHz,-6.249
5.801 GHz,-6.250
5.801 GHz,-6.251
5.802 GHz,-6.251
5.802 GHz,-6.252
5.802 GHz,-6.253
5.803 GHz,-6.253
5.803 GHz,-6.254
5.803 GHz,-6.255
5.803 GHz,-6.255
5.804 GHz,-6.256
5.804 GHz,-6.257
5.804 GHz,-6.258
5.805 GHz,-6.258
5.805 GHz,-6.259
5.805 GHz,-6.260
5.805 GHz,-6.260
5.806 GHz,-6.261
5.806 GHz,-6.262
5.806 GHz,-6.262
5.807 GHz,-6.263
5.807 GHz,-6.264
5.807 GHz,-6.264
5.807 GHz,-6.265
5.808 GHz,-6.266
5.808 GHz,-6.267
5.808 GHz,-6.267
5.809 GHz,-6.268
5.809 GHz,-6.269
5.809 GHz,-6.269
5.809 GHz,-6.270
5.810 GHz,-6.271
5.810 GHz,-6.271
5.810 GHz,-6.272
5.811 GHz,-6.273
5.811 GHz,-6.273
5.811 GHz,-6.274
5.811 GHz,-6.275
5.812 GHz,-6.275
5.812 GHz,-6.276
5.812 GHz,-6.277
5.812 GHz,-6.278
5.813 GHz,-6.278
5.813 GHz,-6.279
5.813 GHz,-6.280
5.814 GHz,-6.280
5.814 GHz,-6.281
5.814 GHz,-6.282
5.814 GHz,-6.282
5.815 GHz,-6.283
5.815 GHz,-6.284
5.815 GHz,-6.284
5.816 GHz,-6.285
5.816 GHz,-6.286
5.816 GHz,-6.287
5.816 GHz,-6.287
5.817 GHz,-6.288
5.817 GHz,-6.289
5.817 GHz,-6.289
5.818 GHz,-6.290
5.818 GHz,-6.291
5.818 GHz,-6.292
5.818 GHz,-6.292
5.819 GHz,-6.293
5.819 GHz,-6.294
5.819 GHz,-6.294
5.819 GHz,-6.295
5.820 GHz,-6.296
5.820 GHz,-6.297
5.820 GHz,-6.297
5.821 GHz,-6.298
5.821 GHz,-6.299
5.821 GHz,-6.300
5.821 GHz,-6.300
5.822 GHz,-6.301
5.822 GHz,-6.302
5.822 GHz,-6.303
5.823 GHz,-6.303
5.823 GHz,-6.304
5.823 GHz,-6.305
5.823 GHz,-6.306
5.824 GHz,-6.306
5.824 GHz,-6.307
5.824 GHz,-6.308
5.825 GHz,-6.309
5.825 GHz,-6.309
5.825 GHz,-6.310
5.825 GHz,-6.311
5.826 GHz,-6.312
5.826 GHz,-6.312
5.826 GHz,-6.313
5.827 GHz,-6.314
5.827 GHz,-6.315
5.827 GHz,-6.316
5.827 GHz,-6.316
5.828 GHz,-6.317
5.828 GHz,-6.318
5.828 GHz,-6.319
5.829 GHz,-6.319
5.829 GHz,-6.320
5.829 GHz,-6.321
5.829 GHz,-6.322
5.830 GHz,-6.322
5.830 GHz,-6.323
5.830 GHz,-6.324
5.830 GHz,-6.325
5.831 GHz,-6.326
5.831 GHz,-6.326
5.831 GHz,-6.327
5.832 GHz,-6.328
5.832 GHz,-6.329
5.832 GHz,-6.329
5.832 GHz,-6.330
5.833 GHz,-6.331
5.833 GHz,-6.332
5.833 GHz,-6.333
5.834 GHz,-6.333
5.834 GHz,-6.334
5.834 GHz,-6.335
5.834 GHz,-6.336
5.835 GHz,-6.337
5.835 GHz,-6.337
5.835 GHz,-6.338
5.836 GHz,-6.339
5.836 GHz,-6.340
5.836 GHz,-6.340
5.836 GHz,-6.341
5.837 GHz,-6.342
5.837 GHz,-6.343
5.837 GHz,-6.344
5.838 GHz,-6.344
5.838 GHz,-6.345
5.838 GHz,-6.346
5.838 GHz,-6.347
5.839 GHz,-6.348
5.839 GHz,-6.348
5.839 GHz,-6.349
5.839 GHz,-6.350
5.840 GHz,-6.351
5.840 GHz,-6.351
5.840 GHz,-6.352
5.841 GHz,-6.353
5.841 GHz,-6.354
5.841 GHz,-6.355
5.841 GHz,-6.355
5.842 GHz,-6.356
5.842 GHz,-6.357
5.842 GHz,-6.358
5.843 GHz,-6.358
5.843 GHz,-6.359
5.843 GHz,-6.360
5.843 GHz,-6.361
5.844 GHz,-6.362
5.844 GHz,-6.362
5.844 GHz,-6.363
5.845 GHz,-6.364
5.845 GHz,-6.365
5.845 GHz,-6.365
5.845 GHz,-6.366
5.846 GHz,-6.367
5.846 GHz,-6.368
5.846 GHz,-6.369
5.846 GHz,-6.369
5.847 GHz,-6.370
5.847 GHz,-6.371
5.847 GHz,-6.372
5.848 GHz,-6.373
5.848 GHz,-6.373
5.848 GHz,-6.374
5.848 GHz,-6.375
5.849 GHz,-6.376
5.849 GHz,-6.376
5.849 GHz,-6.377
5.850 GHz,-6.378
5.850 GHz,-6.379
5.850 GHz,-6.380
5.850 GHz,-6.380
5.851 GHz,-6.381
5.851 GHz,-6.382
5.851 GHz,-6.383
5.852 GHz,-6.384
5.852 GHz,-6.384
5.852 GHz,-6.385
5.852 GHz,-6.386
5.853 GHz,-6.387
5.853 GHz,-6.388
5.853 GHz,-6.388
5.854 GHz,-6.389
5.854 GHz,-6.390
5.854 GHz,-6.391
5.854 GHz,-6.391
5.855 GHz,-6.392
5.855 GHz,-6.393
5.855 GHz,-6.394
5.856 GHz,-6.395
5.856 GHz,-6.395
5.856 GHz,-6.396
5.856 GHz,-6.397
5.857 GHz,-6.398
5.857 GHz,-6.399
5.857 GHz,-6.400
5.857 GHz,-6.400
5.858 GHz,-6.401
5.858 GHz,-6.402
5.858 GHz,-6.403
5.859 GHz,-6.404
5.859 GHz,-6.404
5.859 GHz,-6.405
5.859 GHz,-6.406
5.860 GHz,-6.407
5.860 GHz,-6.408
5.860 GHz,-6.408
5.861 GHz,-6.409
5.861 GHz,-6.410
5.861 GHz,-6.411
5.861 GHz,-6.412
5.862 GHz,-6.413
5.862 GHz,-6.414
5.862 GHz,-6.414
5.863 GHz,-6.415
5.863 GHz,-6.416
5.863 GHz,-6.417
5.863 GHz,-6.418
5.864 GHz,-6.419
5.864 GHz,-6.420
5.864 GHz,-6.420
5.864 GHz,-6.421
5.865 GHz,-6.422
5.865 GHz,-6.423
5.865 GHz,-6.424
5.866 GHz,-6.425
5.866 GHz,-6.426
5.866 GHz,-6.426
5.866 GHz,-6.427
5.867 GHz,-6.428
5.867 GHz,-6.429
5.867 GHz,-6.430
5.868 GHz,-6.431
5.868 GHz,-6.432
5.868 GHz,-6.433
5.868 GHz,-6.434
5.869 GHz,-6.434
5.869 GHz,-6.435
5.869 GHz,-6.436
5.870 GHz,-6.437
5.870 GHz,-6.438
5.870 GHz,-6.439
5.870 GHz,-6.440
5.871 GHz,-6.441
5.871 GHz,-6.441
5.871 GHz,-6.442
5.872 GHz,-6.443
5.872 GHz,-6.444
5.872 GHz,-6.445
5.872 GHz,-6.446
5.873 GHz,-6.447
5.873 GHz,-6.448
5.873 GHz,-6.448
5.873 GHz,-6.449
5.874 GHz,-6.450
5.874 GHz,-6.451
5.874 GHz,-6.452
5.875 GHz,-6.453
5.875 GHz,-6.454
5.875 GHz,-6.454
5.875 GHz,-6.455
5.876 GHz,-6.456
5.876 GHz,-6.457
5.876 GHz,-6.458
5.877 GHz,-6.459
5.877 GHz,-6.459
5.877 GHz,-6.460
5.877 GHz,-6.461
5.878 GHz,-6.462
5.878 GHz,-6.463
5.878 GHz,-6.463
5.879 GHz,-6.464
5.879 GHz,-6.465
5.879 GHz,-6.466
5.879 GHz,-6.466
5.880 GHz,-6.467
5.880 GHz,-6.468
5.880 GHz,-6.469
5.881 GHz,-6.469
5.881 GHz,-6.470
5.881 GHz,-6.471
5.881 GHz,-6.472
5.882 GHz,-6.472
5.882 GHz,-6.473
5.882 GHz,-6.474
5.883 GHz,-6.474
5.883 GHz,-6.475
5.883 GHz,-6.476
5.883 GHz,-6.476
5.884 GHz,-6.477
5.884 GHz,-6.478
5.884 GHz,-6.478
5.884 GHz,-6.479
5.885 GHz,-6.480
5.885 GHz,-6.480
5.885 GHz,-6.481
5.886 GHz,-6.481
5.886 GHz,-6.482
5.886 GHz,-6.483
5.886 GHz,-6.483
5.887 GHz,-6.484
5.887 GHz,-6.484
5.887 GHz,-6.485
5.888 GHz,-6.485
5.888 GHz,-6.486
5.888 GHz,-6.487
5.888 GHz,-6.487
5.889 GHz,-6.488
5.889 GHz,-6.488
5.889 GHz,-6.489
5.890 GHz,-6.490
5.890 GHz,-6.490
5.890 GHz,-6.491
5.890 GHz,-6.491
5.891 GHz,-6.492
5.891 GHz,-6.492
5.891 GHz,-6.493
5.891 GHz,-6.494
5.892 GHz,-6.494
5.892 GHz,-6.495
5.892 GHz,-6.495
5.893 GHz,-6.496
5.893 GHz,-6.497
5.893 GHz,-6.497
5.893 GHz,-6.498
5.894 GHz,-6.499
5.894 GHz,-6.499
5.894 GHz,-6.500
5.895 GHz,-6.501
5.895 GHz,-6.501
5.895 GHz,-6.502
5.895 GHz,-6.503
5.896 GHz,-6.503
5.896 GHz,-6.504
5.896 GHz,-6.505
5.897 GHz,-6.505
5.897 GHz,-6.506
5.897 GHz,-6.507
5.897 GHz,-6.508
5.898 GHz,-6.509
5.898 GHz,-6.509
5.898 GHz,-6.510
5.899 GHz,-6.511
5.899 GHz,-6.512
5.899 GHz,-6.513
5.899 GHz,-6.514
5.900 GHz,-6.514
5.900 GHz,-6.515
5.900 GHz,-6.516
5.901 GHz,-6.517
5.901 GHz,-6.518
5.901 GHz,-6.519
5.901 GHz,-6.520
5.902 GHz,-6.521
5.902 GHz,-6.522
5.902 GHz,-6.523
5.902 GHz,-6.524
5.903 GHz,-6.525
5.903 GHz,-6.526
5.903 GHz,-6.527
5.904 GHz,-6.528
5.904 GHz,-6.530
5.904 GHz,-6.531
5.904 GHz,-6.532
5.905 GHz,-6.533
5.905 GHz,-6.534
5.905 GHz,-6.535
5.906 GHz,-6.537
5.906 GHz,-6.538
5.906 GHz,-6.539
5.906 GHz,-6.540
5.907 GHz,-6.541
5.907 GHz,-6.543
5.907 GHz,-6.544
5.908 GHz,-6.545
5.908 GHz,-6.546
5.908 GHz,-6.548
5.908 GHz,-6.549
5.909 GHz,-6.550
5.909 GHz,-6.551
5.909 GHz,-6.553
5.910 GHz,-6.554
5.910 GHz,-6.555
5.910 GHz,-6.556
5.910 GHz,-6.558
5.911 GHz,-6.559
5.911 GHz,-6.560
5.911 GHz,-6.562
5.911 GHz,-6.563
5.912 GHz,-6.564
5.912 GHz,-6.565
5.912 GHz,-6.567
5.913 GHz,-6.568
5.913 GHz,-6.569
5.913 GHz,-6.570
5.913 GHz,-6.572
5.914 GHz,-6.573
5.914 GHz,-6.574
5.914 GHz,-6.575
5.915 GHz,-6.576
5.915 GHz,-6.578
5.915 GHz,-6.579
5.915 GHz,-6.580
5.916 GHz,-6.581
5.916 GHz,-6.582
5.916 GHz,-6.583
5.917 GHz,-6.585
5.917 GHz,-6.586
5.917 GHz,-6.587
5.917 GHz,-6.588
5.918 GHz,-6.589
5.918 GHz,-6.590
5.918 GHz,-6.591
5.918 GHz,-6.592
5.919 GHz,-6.593
5.919 GHz,-6.594
5.919 GHz,-6.595
5.920 GHz,-6.596
5.920 GHz,-6.597
5.920 GHz,-6.598
5.920 GHz,-6.599
5.921 GHz,-6.600
5.921 GHz,-6.601
5.921 GHz,-6.602
5.922 GHz,-6.602
5.922 GHz,-6.603
5.922 GHz,-6.604
5.922 GHz,-6.605
5.923 GHz,-6.606
5.923 GHz,-6.606
5.923 GHz,-6.607
5.924 GHz,-6.608
5.924 GHz,-6.609
5.924 GHz,-6.609
5.924 GHz,-6.610
5.925 GHz,-6.611
5.925 GHz,-6.611
5.925 GHz,-6.612
5.926 GHz,-6.613
5.926 GHz,-6.613
5.926 GHz,-6.614
5.926 GHz,-6.615
5.927 GHz,-6.615
5.927 GHz,-6.616
5.927 GHz,-6.617
5.928 GHz,-6.617
5.928 GHz,-6.618
5.928 GHz,-6.618
5.928 GHz,-6.619
5.929 GHz,-6.620
5.929 GHz,-6.620
5.929 GHz,-6.621
5.929 GHz,-6.622
5.930 GHz,-6.622
5.930 GHz,-6.623
5.930 GHz,-6.623
5.931 GHz,-6.624
5.931 GHz,-6.625
5.931 GHz,-6.625
5.931 GHz,-6.626
5.932 GHz,-6.626
5.932 GHz,-6.627
5.932 GHz,-6.628
5.933 GHz,-6.628
5.933 GHz,-6.629
5.933 GHz,-6.629
5.933 GHz,-6.630
5.934 GHz,-6.631
5.934 GHz,-6.631
5.934 GHz,-6.632
5.935 GHz,-6.633
5.935 GHz,-6.633
5.935 GHz,-6.634
5.935 GHz,-6.635
5.936 GHz,-6.635
5.936 GHz,-6.636
5.936 GHz,-6.637
5.936 GHz,-6.637
5.937 GHz,-6.638
5.937 GHz,-6.639
5.937 GHz,-6.640
5.938 GHz,-6.640
5.938 GHz,-6.641
5.938 GHz,-6.642
5.938 GHz,-6.643
5.939 GHz,-6.644
5.939 GHz,-6.644
5.939 GHz,-6.645
5.940 GHz,-6.646
5.940 GHz,-6.647
5.940 GHz,-6.648
5.940 GHz,-6.649
5.941 GHz,-6.650
5.941 GHz,-6.651
5.941 GHz,-6.652
5.942 GHz,-6.653
5.942 GHz,-6.654
5.942 GHz,-6.655
5.942 GHz,-6.656
5.943 GHz,-6.657
5.943 GHz,-6.658
5.943 GHz,-6.659
5.944 GHz,-6.660
5.944 GHz,-6.661
5.944 GHz,-6.662
5.944 GHz,-6.663
5.945 GHz,-6.664
5.945 GHz,-6.666
5.945 GHz,-6.667
5.946 GHz,-6.668
5.946 GHz,-6.669
5.946 GHz,-6.670
5.946 GHz,-6.671
5.947 GHz,-6.673
5.947 GHz,-6.674
5.947 GHz,-6.675
5.947 GHz,-6.676
5.948 GHz,-6.677
5.948 GHz,-6.679
5.948 GHz,-6.680
5.949 GHz,-6.681
5.949 GHz,-6.682
5.949 GHz,-6.683
5.949 GHz,-6.685
5.950 GHz,-6.686
5.950 GHz,-6.687
5.950 GHz,-6.688
5.951 GHz,-6.689
5.951 GHz,-6.691
5.951 GHz,-6.692
5.951 GHz,-6.693
5.952 GHz,-6.694
5.952 GHz,-6.695
5.952 GHz,-6.697
5.953 GHz,-6.698
5.953 GHz,-6.699
5.953 GHz,-6.700
5.953 GHz,-6.701
